"But it didn't, and so the eternal truism has again been proved: In the classic struggle between simplicity and fairness, bureaucracy wins every time.",BUREAUCRACY IS A MACHINE
Poverty wins every game.,POVERTY IS A CRIME
"When liberals turn on each other because of failure in the Senate, the Senate wins.",CONTROL IS VERTICALITY
"Apparently, wealth wins over good looks -- Milton appears to have been a not unattractive young man!",ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE
"Indeed Buchanan goes further than liberals ever did, attacking what he calls ""the Democratist temptation, the worship of democracy"" as ""a false god.""",OTHER
"Yet such is the power of democracy worship, this secular religion, to blind people to the evidence of their own eyes that virtually every Western leader favored one-man, one-vote democracy in Rhodesia.",OTHER
Has CSM joined modern liberals in their elevation and worship of elections as determinants of morality to the exclusion of God and reason?,ELECTION IS A GAME
Turtle - I fully realize that the sycophants and toadies of the gun lobby are dead set against my idea since it might cause some to have a negative feeling about these unnecessary deaths and worship of the almighty firearm is akin to a religion here for some.,OTHER
"Together with their new-found wealth, many Thais quickly shifted from their rustic, culturally-knitted lifestyle to pursue materialism and the worship of money.",CONTROL IS VERTICALITY
This country could use alot more of that for sure but it is clear to me the GOP has taken wealth worship to a new level and it is not a balenced aproach.,CONTROL IS VERTICALITY
Is that most of your fellow gun worshippers?,ANGER IS FIRE
"Never mind that democracy is another name for mob rule, a tyranny of the majority, but this shallow ideology worships elections at the expense of reason and consequences.",CONTROL IS VERTICALITY
"The question of voting for the ""lesser of two evils"" was addressed, as well as the myth of elections being the zenith of democracy.",ELECTION IS A BOXING MATCH
